   0.0000000e+00	   5.0000000e+00	
   1.2534819e-01	   4.9377171e+00	
   2.5069638e-01	   4.8762100e+00	
   3.7604457e-01	   4.8154691e+00	
   5.0139276e-01	   4.7554848e+00	
   6.2674095e-01	   4.6962477e+00	
   7.5208914e-01	   4.6377484e+00	
   8.7743733e-01	   4.5799779e+00	
   1.0027855e+00	   4.5229270e+00	
   1.1281337e+00	   4.4665868e+00	
   1.2534819e+00	   4.4109484e+00	
   1.3788301e+00	   4.3560030e+00	
   1.5041783e+00	   4.3017421e+00	
   1.6295265e+00	   4.2481571e+00	
   1.7548747e+00	   4.1952396e+00	
   1.8802228e+00	   4.1429812e+00	
   2.0055710e+00	   4.0913738e+00	
   2.1309192e+00	   4.0404093e+00	
   2.2562674e+00	   3.9900796e+00	
   2.3816156e+00	   3.9403768e+00	
   2.5069638e+00	   3.8912932e+00	
   2.6323120e+00	   3.8428209e+00	
   2.7576602e+00	   3.7949525e+00	
   2.8830084e+00	   3.7476804e+00	
   3.0083565e+00	   3.7009971e+00	
   3.1337047e+00	   3.6548953e+00	
   3.2590529e+00	   3.6093678e+00	
   3.3844011e+00	   3.5644074e+00	
   3.5097493e+00	   3.5200070e+00	
   3.6350975e+00	   3.4761597e+00	
   3.7604457e+00	   3.4328587e+00	
   3.8857939e+00	   3.3900970e+00	
   4.0111421e+00	   3.3478679e+00	
   4.1364903e+00	   3.3061649e+00	
   4.2618384e+00	   3.2649814e+00	
   4.3871866e+00	   3.2243109e+00	
   4.5125348e+00	   3.1841470e+00	
   4.6378830e+00	   3.1444834e+00	
   4.7632312e+00	   3.1053139e+00	
   4.8885794e+00	   3.0666323e+00	
   5.0139276e+00	   3.0284325e+00	
   5.1392758e+00	   2.9907086e+00	
   5.2646240e+00	   2.9534545e+00	
   5.3899721e+00	   2.9166646e+00	
   5.5153203e+00	   2.8803329e+00	
   5.6406685e+00	   2.8444538e+00	
   5.7660167e+00	   2.8090216e+00	
   5.8913649e+00	   2.7740308e+00	
   6.0167131e+00	   2.7394758e+00	
   6.1420613e+00	   2.7053513e+00	
   6.2674095e+00	   2.6716519e+00	
   6.3927577e+00	   2.6383722e+00	
   6.5181058e+00	   2.6055071e+00	
   6.6434540e+00	   2.5730514e+00	
   6.7688022e+00	   2.5410000e+00	
   6.8941504e+00	   2.5093478e+00	
   7.0194986e+00	   2.4780899e+00	
   7.1448468e+00	   2.4472213e+00	
   7.2701950e+00	   2.4167373e+00	
   7.3955432e+00	   2.3866330e+00	
   7.5208914e+00	   2.3569037e+00	
   7.6462396e+00	   2.3275448e+00	
   7.7715877e+00	   2.2985515e+00	
   7.8969359e+00	   2.2699194e+00	
   8.0222841e+00	   2.2416439e+00	
   8.1476323e+00	   2.2137207e+00	
   8.2729805e+00	   2.1861453e+00	
   8.3983287e+00	   2.1589134e+00	
   8.5236769e+00	   2.1320207e+00	
   8.6490251e+00	   2.1054630e+00	
   8.7743733e+00	   2.0792361e+00	
   8.8997214e+00	   2.0533360e+00	
   9.0250696e+00	   2.0277584e+00	
   9.1504178e+00	   2.0024995e+00	
   9.2757660e+00	   1.9775552e+00	
   9.4011142e+00	   1.9529216e+00	
   9.5264624e+00	   1.9285948e+00	
   9.6518106e+00	   1.9045711e+00	
   9.7771588e+00	   1.8808467e+00	
   9.9025070e+00	   1.8574177e+00	
   1.0027855e+01	   1.8342807e+00	
   1.0153203e+01	   1.8114318e+00	
   1.0278552e+01	   1.7888675e+00	
   1.0403900e+01	   1.7665844e+00	
   1.0529248e+01	   1.7445787e+00	
   1.0654596e+01	   1.7228473e+00	
   1.0779944e+01	   1.7013865e+00	
   1.0905292e+01	   1.6801930e+00	
   1.1030641e+01	   1.6592635e+00	
   1.1155989e+01	   1.6385948e+00	
   1.1281337e+01	   1.6181835e+00	
   1.1406685e+01	   1.5980264e+00	
   1.1532033e+01	   1.5781205e+00	
   1.1657382e+01	   1.5584625e+00	
   1.1782730e+01	   1.5390494e+00	
   1.1908078e+01	   1.5198781e+00	
   1.2033426e+01	   1.5009456e+00	
   1.2158774e+01	   1.4822489e+00	
   1.2284123e+01	   1.4637852e+00	
   1.2409471e+01	   1.4455514e+00	
   1.2534819e+01	   1.4275448e+00	
   1.2660167e+01	   1.4097624e+00	
   1.2785515e+01	   1.3922016e+00	
   1.2910864e+01	   1.3748595e+00	
   1.3036212e+01	   1.3577335e+00	
   1.3161560e+01	   1.3408207e+00	
   1.3286908e+01	   1.3241187e+00	
   1.3412256e+01	   1.3076247e+00	
   1.3537604e+01	   1.2913362e+00	
   1.3662953e+01	   1.2752505e+00	
   1.3788301e+01	   1.2593653e+00	
   1.3913649e+01	   1.2436779e+00	
   1.4038997e+01	   1.2281859e+00	
   1.4164345e+01	   1.2128869e+00	
   1.4289694e+01	   1.1977785e+00	
   1.4415042e+01	   1.1828582e+00	
   1.4540390e+01	   1.1681239e+00	
   1.4665738e+01	   1.1535730e+00	
   1.4791086e+01	   1.1392034e+00	
   1.4916435e+01	   1.1250129e+00	
   1.5041783e+01	   1.1109990e+00	
   1.5167131e+01	   1.0971598e+00	
   1.5292479e+01	   1.0834929e+00	
   1.5417827e+01	   1.0699963e+00	
   1.5543175e+01	   1.0566678e+00	
   1.5668524e+01	   1.0435053e+00	
   1.5793872e+01	   1.0305068e+00	
   1.5919220e+01	   1.0176702e+00	
   1.6044568e+01	   1.0049935e+00	
   1.6169916e+01	   9.9247473e-01	
   1.6295265e+01	   9.8011188e-01	
   1.6420613e+01	   9.6790303e-01	
   1.6545961e+01	   9.5584627e-01	
   1.6671309e+01	   9.4393969e-01	
   1.6796657e+01	   9.3218142e-01	
   1.6922006e+01	   9.2056962e-01	
   1.7047354e+01	   9.0910247e-01	
   1.7172702e+01	   8.9777816e-01	
   1.7298050e+01	   8.8659491e-01	
   1.7423398e+01	   8.7555096e-01	
   1.7548747e+01	   8.6464459e-01	
   1.7674095e+01	   8.5387407e-01	
   1.7799443e+01	   8.4323771e-01	
   1.7924791e+01	   8.3273385e-01	
   1.8050139e+01	   8.2236083e-01	
   1.8175487e+01	   8.1211702e-01	
   1.8300836e+01	   8.0200082e-01	
   1.8426184e+01	   7.9201062e-01	
   1.8551532e+01	   7.8214488e-01	
   1.8676880e+01	   7.7240202e-01	
   1.8802228e+01	   7.6278053e-01	
   1.8927577e+01	   7.5327889e-01	
   1.9052925e+01	   7.4389561e-01	
   1.9178273e+01	   7.3462921e-01	
   1.9303621e+01	   7.2547824e-01	
   1.9428969e+01	   7.1644126e-01	
   1.9554318e+01	   7.0751684e-01	
   1.9679666e+01	   6.9870360e-01	
   1.9805014e+01	   6.9000014e-01	
   1.9930362e+01	   6.8140509e-01	
   2.0055710e+01	   6.7291711e-01	
   2.0181058e+01	   6.6453486e-01	
   2.0306407e+01	   6.5625703e-01	
   2.0431755e+01	   6.4808231e-01	
   2.0557103e+01	   6.4000941e-01	
   2.0682451e+01	   6.3203708e-01	
   2.0807799e+01	   6.2416406e-01	
   2.0933148e+01	   6.1638911e-01	
   2.1058496e+01	   6.0871100e-01	
   2.1183844e+01	   6.0112854e-01	
   2.1309192e+01	   5.9364053e-01	
   2.1434540e+01	   5.8624580e-01	
   2.1559889e+01	   5.7894318e-01	
   2.1685237e+01	   5.7173152e-01	
   2.1810585e+01	   5.6460970e-01	
   2.1935933e+01	   5.5757659e-01	
   2.2061281e+01	   5.5063109e-01	
   2.2186630e+01	   5.4377211e-01	
   2.2311978e+01	   5.3699856e-01	
   2.2437326e+01	   5.3030940e-01	
   2.2562674e+01	   5.2370355e-01	
   2.2688022e+01	   5.1717999e-01	
   2.2813370e+01	   5.1073770e-01	
   2.2938719e+01	   5.0437565e-01	
   2.3064067e+01	   4.9809285e-01	
   2.3189415e+01	   4.9188831e-01	
   2.3314763e+01	   4.8576107e-01	
   2.3440111e+01	   4.7971014e-01	
   2.3565460e+01	   4.7373459e-01	
   2.3690808e+01	   4.6783348e-01	
   2.3816156e+01	   4.6200587e-01	
   2.3941504e+01	   4.5625085e-01	
   2.4066852e+01	   4.5056752e-01	
   2.4192201e+01	   4.4495499e-01	
   2.4317549e+01	   4.3941237e-01	
   2.4442897e+01	   4.3393879e-01	
   2.4568245e+01	   4.2853340e-01	
   2.4693593e+01	   4.2319534e-01	
   2.4818942e+01	   4.1792377e-01	
   2.4944290e+01	   4.1271786e-01	
   2.5069638e+01	   4.0757681e-01	
   2.5194986e+01	   4.0249979e-01	
   2.5320334e+01	   3.9748602e-01	
   2.5445682e+01	   3.9253470e-01	
   2.5571031e+01	   3.8764506e-01	
   2.5696379e+01	   3.8281633e-01	
   2.5821727e+01	   3.7804774e-01	
   2.5947075e+01	   3.7333856e-01	
   2.6072423e+01	   3.6868803e-01	
   2.6197772e+01	   3.6409544e-01	
   2.6323120e+01	   3.5956005e-01	
   2.6448468e+01	   3.5508116e-01	
   2.6573816e+01	   3.5065807e-01	
   2.6699164e+01	   3.4629006e-01	
   2.6824513e+01	   3.4197647e-01	
   2.6949861e+01	   3.3771661e-01	
   2.7075209e+01	   3.3350982e-01	
   2.7200557e+01	   3.2935542e-01	
   2.7325905e+01	   3.2525278e-01	
   2.7451253e+01	   3.2120124e-01	
   2.7576602e+01	   3.1720017e-01	
   2.7701950e+01	   3.1324894e-01	
   2.7827298e+01	   3.0934693e-01	
   2.7952646e+01	   3.0549352e-01	
   2.8077994e+01	   3.0168811e-01	
   2.8203343e+01	   2.9793011e-01	
   2.8328691e+01	   2.9421892e-01	
   2.8454039e+01	   2.9055396e-01	
   2.8579387e+01	   2.8693465e-01	
   2.8704735e+01	   2.8336042e-01	
   2.8830084e+01	   2.7983072e-01	
   2.8955432e+01	   2.7634498e-01	
   2.9080780e+01	   2.7290267e-01	
   2.9206128e+01	   2.6950323e-01	
   2.9331476e+01	   2.6614614e-01	
   2.9456825e+01	   2.6283087e-01	
   2.9582173e+01	   2.5955689e-01	
   2.9707521e+01	   2.5632370e-01	
   2.9832869e+01	   2.5313078e-01	
   2.9958217e+01	   2.4997764e-01	
   3.0083565e+01	   2.4686377e-01	
   3.0208914e+01	   2.4378869e-01	
   3.0334262e+01	   2.4075192e-01	
   3.0459610e+01	   2.3775297e-01	
   3.0584958e+01	   2.3479138e-01	
   3.0710306e+01	   2.3186668e-01	
   3.0835655e+01	   2.2897841e-01	
   3.0961003e+01	   2.2612612e-01	
   3.1086351e+01	   2.2330936e-01	
   3.1211699e+01	   2.2052769e-01	
   3.1337047e+01	   2.1778067e-01	
   3.1462396e+01	   2.1506787e-01	
   3.1587744e+01	   2.1238886e-01	
   3.1713092e+01	   2.0974322e-01	
   3.1838440e+01	   2.0713053e-01	
   3.1963788e+01	   2.0455039e-01	
   3.2089136e+01	   2.0200239e-01	
   3.2214485e+01	   1.9948613e-01	
   3.2339833e+01	   1.9700122e-01	
   3.2465181e+01	   1.9454725e-01	
   3.2590529e+01	   1.9212386e-01	
   3.2715877e+01	   1.8973065e-01	
   3.2841226e+01	   1.8736726e-01	
   3.2966574e+01	   1.8503330e-01	
   3.3091922e+01	   1.8272842e-01	
   3.3217270e+01	   1.8045224e-01	
   3.3342618e+01	   1.7820443e-01	
   3.3467967e+01	   1.7598461e-01	
   3.3593315e+01	   1.7379244e-01	
   3.3718663e+01	   1.7162758e-01	
   3.3844011e+01	   1.6948969e-01	
   3.3969359e+01	   1.6737842e-01	
   3.4094708e+01	   1.6529346e-01	
   3.4220056e+01	   1.6323447e-01	
   3.4345404e+01	   1.6120112e-01	
   3.4470752e+01	   1.5919311e-01	
   3.4596100e+01	   1.5721011e-01	
   3.4721448e+01	   1.5525180e-01	
   3.4846797e+01	   1.5331790e-01	
   3.4972145e+01	   1.5140808e-01	
   3.5097493e+01	   1.4952205e-01	
   3.5222841e+01	   1.4765952e-01	
   3.5348189e+01	   1.4582018e-01	
   3.5473538e+01	   1.4400376e-01	
   3.5598886e+01	   1.4220997e-01	
   3.5724234e+01	   1.4043852e-01	
   3.5849582e+01	   1.3868913e-01	
   3.5974930e+01	   1.3696154e-01	
   3.6100279e+01	   1.3525547e-01	
   3.6225627e+01	   1.3357065e-01	
   3.6350975e+01	   1.3190681e-01	
   3.6476323e+01	   1.3026370e-01	
   3.6601671e+01	   1.2864106e-01	
   3.6727019e+01	   1.2703863e-01	
   3.6852368e+01	   1.2545617e-01	
   3.6977716e+01	   1.2389341e-01	
   3.7103064e+01	   1.2235012e-01	
   3.7228412e+01	   1.2082606e-01	
   3.7353760e+01	   1.1932098e-01	
   3.7479109e+01	   1.1783464e-01	
   3.7604457e+01	   1.1636683e-01	
   3.7729805e+01	   1.1491729e-01	
   3.7855153e+01	   1.1348582e-01	
   3.7980501e+01	   1.1207217e-01	
   3.8105850e+01	   1.1067613e-01	
   3.8231198e+01	   1.0929749e-01	
   3.8356546e+01	   1.0793601e-01	
   3.8481894e+01	   1.0659150e-01	
   3.8607242e+01	   1.0526373e-01	
   3.8732591e+01	   1.0395251e-01	
   3.8857939e+01	   1.0265761e-01	
   3.8983287e+01	   1.0137885e-01	
   3.9108635e+01	   1.0011602e-01	
   3.9233983e+01	   9.8868913e-02	
   3.9359331e+01	   9.7637344e-02	
   3.9484680e+01	   9.6421116e-02	
   3.9610028e+01	   9.5220038e-02	
   3.9735376e+01	   9.4033922e-02	
   3.9860724e+01	   9.2862580e-02	
   3.9986072e+01	   9.1705830e-02	
   4.0111421e+01	   9.0563488e-02	
   4.0236769e+01	   8.9435376e-02	
   4.0362117e+01	   8.8321317e-02	
   4.0487465e+01	   8.7221135e-02	
   4.0612813e+01	   8.6134657e-02	
   4.0738162e+01	   8.5061714e-02	
   4.0863510e+01	   8.4002135e-02	
   4.0988858e+01	   8.2955755e-02	
   4.1114206e+01	   8.1922410e-02	
   4.1239554e+01	   8.0901936e-02	
   4.1364903e+01	   7.9894175e-02	
   4.1490251e+01	   7.8898966e-02	
   4.1615599e+01	   7.7916154e-02	
   4.1740947e+01	   7.6945585e-02	
   4.1866295e+01	   7.5987106e-02	
   4.1991643e+01	   7.5040566e-02	
   4.2116992e+01	   7.4105817e-02	
   4.2242340e+01	   7.3182711e-02	
   4.2367688e+01	   7.2271105e-02	
   4.2493036e+01	   7.1370853e-02	
   4.2618384e+01	   7.0481816e-02	
   4.2743733e+01	   6.9603854e-02	
   4.2869081e+01	   6.8736827e-02	
   4.2994429e+01	   6.7880601e-02	
   4.3119777e+01	   6.7035041e-02	
